name,class,surfaceAreaObj,compactnessObj,rectangularityObj,diameterObj,convexityObj,eccentricityObj,A3,D1,D2,D3,D4
m1274_normalized.obj,Jet,2.20851,0.07421,0.02656,1.94385,0.09566,23.97608,"0.057,0.084,0.075,0.064,0.05,0.054,0.041,0.054,0.052,0.039,0.039,0.03,0.04,0.031,0.03,0.027,0.021,0.018,0.024,0.018,0.022,0.012,0.018,0.01,0.02,0.02,0.015,0.01,0.015,0.01","0.003,0.038,0.038,0.036,0.035,0.05,0.041,0.038,0.071,0.049,0.043,0.048,0.061,0.067,0.053,0.077,0.065,0.051,0.024,0.022,0.005,0.01,0.006,0.016,0.002,0.025,0.003,0.018,0.0,0.005","0.019,0.041,0.053,0.06,0.058,0.066,0.058,0.059,0.052,0.045,0.053,0.057,0.066,0.055,0.073,0.055,0.042,0.036,0.022,0.008,0.004,0.003,0.008,0.001,0.001,0.0,0.001,0.001,0.002,0.001","0.008,0.017,0.042,0.065,0.054,0.086,0.074,0.084,0.077,0.073,0.053,0.057,0.041,0.056,0.027,0.036,0.02,0.027,0.019,0.018,0.021,0.013,0.005,0.01,0.006,0.007,0.001,0.001,0.0,0.002","0.004,0.023,0.041,0.045,0.058,0.064,0.057,0.084,0.077,0.08,0.049,0.059,0.044,0.054,0.057,0.04,0.028,0.035,0.018,0.01,0.021,0.012,0.004,0.004,0.011,0.008,0.002,0.004,0.003,0.004"
m1275_normalized.obj,Jet,1.76197,0.06846,0.02342,1.9347,0.06938,16.11106,"0.05,0.08,0.058,0.066,0.062,0.061,0.043,0.054,0.048,0.034,0.042,0.035,0.042,0.033,0.033,0.027,0.026,0.027,0.029,0.023,0.022,0.019,0.024,0.014,0.012,0.011,0.012,0.005,0.005,0.003","0.018,0.028,0.033,0.047,0.041,0.027,0.028,0.04,0.039,0.067,0.102,0.096,0.093,0.119,0.06,0.044,0.011,0.0,0.011,0.02,0.0,0.005,0.013,0.006,0.0,0.013,0.022,0.0,0.0,0.017","0.021,0.051,0.094,0.072,0.061,0.081,0.058,0.079,0.059,0.062,0.073,0.065,0.068,0.055,0.025,0.021,0.021,0.008,0.01,0.003,0.007,0.002,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.001","0.006,0.015,0.032,0.045,0.066,0.066,0.096,0.072,0.083,0.087,0.059,0.046,0.041,0.044,0.027,0.029,0.03,0.028,0.026,0.02,0.015,0.016,0.013,0.004,0.01,0.005,0.01,0.006,0.0,0.003","0.011,0.012,0.031,0.038,0.051,0.058,0.098,0.075,0.079,0.081,0.068,0.052,0.055,0.044,0.028,0.04,0.035,0.031,0.025,0.025,0.012,0.013,0.013,0.003,0.003,0.005,0.005,0.003,0.002,0.004"
m1276_normalized.obj,Jet,0.7633,0.00291,0.00069,1.95059,0.00197,181.6464,"0.098,0.089,0.056,0.044,0.06,0.046,0.037,0.046,0.045,0.027,0.033,0.03,0.031,0.035,0.032,0.029,0.02,0.031,0.023,0.02,0.028,0.023,0.012,0.016,0.016,0.009,0.015,0.011,0.021,0.017","0.016,0.004,0.02,0.018,0.017,0.031,0.039,0.037,0.092,0.139,0.174,0.103,0.022,0.025,0.023,0.008,0.022,0.012,0.022,0.006,0.031,0.003,0.017,0.013,0.039,0.007,0.021,0.018,0.01,0.011","0.033,0.069,0.062,0.056,0.034,0.035,0.031,0.053,0.084,0.089,0.068,0.078,0.063,0.05,0.047,0.043,0.027,0.021,0.011,0.01,0.006,0.007,0.005,0.003,0.005,0.002,0.002,0.003,0.002,0.001","0.026,0.036,0.065,0.058,0.064,0.063,0.071,0.063,0.067,0.05,0.053,0.048,0.045,0.034,0.03,0.031,0.021,0.026,0.031,0.027,0.024,0.02,0.016,0.013,0.007,0.006,0.002,0.0,0.002,0.001","0.011,0.03,0.045,0.069,0.064,0.075,0.08,0.088,0.064,0.075,0.06,0.05,0.048,0.038,0.033,0.026,0.033,0.023,0.023,0.02,0.012,0.006,0.006,0.01,0.003,0.002,0.003,0.0,0.002,0.001"
m1277_normalized.obj,Jet,0.62779,0.00481,0.00065,1.99829,0.00276,225.96188,"0.327,0.093,0.037,0.027,0.024,0.021,0.016,0.021,0.019,0.012,0.012,0.022,0.02,0.012,0.039,0.016,0.008,0.013,0.008,0.006,0.013,0.008,0.005,0.007,0.015,0.021,0.03,0.031,0.05,0.067","0.049,0.118,0.076,0.0,0.047,0.0,0.09,0.034,0.137,0.08,0.13,0.0,0.0,0.009,0.043,0.056,0.035,0.055,0.019,0.001,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.014,0.0,0.002","0.128,0.087,0.039,0.045,0.051,0.063,0.054,0.043,0.044,0.044,0.021,0.036,0.027,0.043,0.041,0.021,0.018,0.016,0.057,0.037,0.044,0.014,0.008,0.008,0.007,0.0,0.002,0.0,0.001,0.001","0.115,0.222,0.263,0.146,0.039,0.013,0.018,0.018,0.01,0.014,0.013,0.013,0.008,0.015,0.012,0.009,0.005,0.005,0.009,0.009,0.002,0.001,0.006,0.007,0.007,0.003,0.005,0.008,0.004,0.001","0.099,0.277,0.283,0.086,0.034,0.039,0.031,0.031,0.028,0.022,0.017,0.022,0.011,0.009,0.003,0.001,0.002,0.0,0.002,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.001"
m1278_normalized.obj,Jet,0.9369,0.05169,0.01123,1.9839,0.03987,43.85715,"0.126,0.114,0.089,0.058,0.035,0.028,0.038,0.023,0.028,0.017,0.029,0.037,0.041,0.038,0.035,0.041,0.017,0.021,0.021,0.015,0.014,0.012,0.014,0.012,0.012,0.018,0.013,0.025,0.015,0.014","0.097,0.075,0.129,0.131,0.074,0.049,0.056,0.021,0.041,0.013,0.051,0.013,0.043,0.028,0.034,0.062,0.009,0.0,0.002,0.023,0.0,0.0,0.011,0.0,0.0,0.0,0.029,0.0,0.0,0.009","0.047,0.102,0.092,0.072,0.069,0.055,0.047,0.039,0.036,0.031,0.036,0.051,0.043,0.047,0.04,0.04,0.038,0.023,0.03,0.024,0.005,0.015,0.006,0.001,0.004,0.003,0.0,0.003,0.0,0.001","0.047,0.079,0.111,0.129,0.097,0.105,0.07,0.058,0.04,0.033,0.032,0.029,0.019,0.012,0.025,0.014,0.019,0.006,0.008,0.015,0.017,0.008,0.004,0.009,0.006,0.001,0.004,0.0,0.001,0.002","0.02,0.065,0.085,0.104,0.122,0.129,0.084,0.061,0.054,0.044,0.045,0.028,0.029,0.022,0.025,0.017,0.019,0.013,0.009,0.006,0.005,0.005,0.002,0.001,0.003,0.002,0.0,0.0,0.0,0.001"
m1279_normalized.obj,Jet,1.16174,0.03854,0.00977,1.92263,0.03109,59.37492,"0.117,0.089,0.088,0.057,0.034,0.04,0.036,0.027,0.026,0.027,0.03,0.034,0.043,0.038,0.034,0.037,0.021,0.022,0.016,0.019,0.017,0.011,0.012,0.011,0.018,0.016,0.022,0.035,0.014,0.009","0.034,0.035,0.083,0.051,0.055,0.064,0.041,0.095,0.227,0.062,0.011,0.013,0.036,0.038,0.006,0.032,0.004,0.0,0.0,0.012,0.008,0.0,0.0,0.0,0.018,0.002,0.0,0.0,0.013,0.06","0.085,0.084,0.082,0.077,0.089,0.069,0.07,0.061,0.063,0.047,0.035,0.035,0.032,0.019,0.023,0.065,0.034,0.007,0.011,0.002,0.002,0.0,0.0,0.003,0.0,0.003,0.0,0.001,0.0,0.001","0.023,0.079,0.117,0.153,0.132,0.083,0.051,0.042,0.033,0.035,0.032,0.026,0.018,0.017,0.024,0.018,0.015,0.018,0.016,0.013,0.017,0.012,0.01,0.006,0.004,0.002,0.0,0.001,0.002,0.001","0.025,0.065,0.086,0.12,0.101,0.085,0.077,0.067,0.05,0.055,0.05,0.032,0.03,0.03,0.027,0.023,0.02,0.014,0.01,0.009,0.006,0.009,0.005,0.0,0.002,0.0,0.0,0.0,0.0,0.002"
m1280_normalized.obj,Jet,0.66316,0.02083,0.00281,1.94399,0.01071,84.35285,"0.111,0.084,0.066,0.049,0.037,0.054,0.064,0.042,0.041,0.036,0.031,0.027,0.031,0.028,0.031,0.022,0.026,0.02,0.025,0.025,0.02,0.017,0.017,0.017,0.014,0.011,0.011,0.012,0.012,0.019","0.02,0.023,0.014,0.023,0.019,0.029,0.049,0.043,0.083,0.069,0.111,0.13,0.08,0.022,0.02,0.009,0.008,0.026,0.011,0.018,0.014,0.024,0.024,0.003,0.047,0.006,0.031,0.009,0.025,0.01","0.051,0.045,0.049,0.056,0.041,0.039,0.035,0.047,0.049,0.084,0.092,0.078,0.066,0.054,0.046,0.044,0.047,0.022,0.012,0.011,0.008,0.004,0.001,0.003,0.003,0.006,0.001,0.004,0.0,0.002","0.021,0.041,0.066,0.067,0.084,0.063,0.077,0.072,0.071,0.053,0.048,0.056,0.024,0.036,0.028,0.028,0.028,0.025,0.01,0.021,0.02,0.021,0.01,0.012,0.006,0.002,0.005,0.004,0.0,0.001","0.007,0.022,0.05,0.061,0.066,0.077,0.074,0.087,0.078,0.072,0.061,0.067,0.051,0.046,0.035,0.029,0.025,0.016,0.011,0.01,0.013,0.009,0.014,0.006,0.006,0.002,0.001,0.001,0.001,0.002"
m1281_normalized.obj,Jet,1.19784,0.01703,0.0052,1.9698,0.0185,76.53771,"0.113,0.075,0.077,0.058,0.038,0.05,0.047,0.045,0.047,0.04,0.03,0.039,0.035,0.03,0.027,0.031,0.027,0.02,0.02,0.015,0.013,0.009,0.02,0.009,0.02,0.013,0.012,0.014,0.021,0.005","0.029,0.048,0.022,0.024,0.039,0.035,0.052,0.04,0.042,0.058,0.036,0.049,0.04,0.061,0.059,0.072,0.053,0.049,0.034,0.017,0.009,0.028,0.008,0.007,0.039,0.002,0.015,0.005,0.019,0.009","0.044,0.056,0.068,0.056,0.072,0.057,0.05,0.045,0.047,0.053,0.055,0.069,0.076,0.056,0.055,0.041,0.033,0.023,0.015,0.009,0.003,0.006,0.004,0.002,0.0,0.001,0.001,0.001,0.001,0.001","0.013,0.027,0.055,0.067,0.082,0.083,0.078,0.063,0.058,0.069,0.058,0.04,0.044,0.033,0.026,0.028,0.017,0.019,0.027,0.018,0.018,0.013,0.013,0.02,0.011,0.009,0.003,0.004,0.003,0.001","0.01,0.029,0.034,0.051,0.065,0.074,0.077,0.073,0.086,0.057,0.061,0.052,0.054,0.055,0.041,0.027,0.022,0.021,0.029,0.021,0.016,0.013,0.011,0.006,0.006,0.002,0.003,0.0,0.001,0.003"
m1282_normalized.obj,Jet,1.1294,0.01384,0.00344,1.91253,0.00808,114.40532,"0.122,0.094,0.064,0.057,0.032,0.03,0.035,0.041,0.047,0.032,0.035,0.037,0.033,0.032,0.035,0.033,0.02,0.023,0.02,0.021,0.015,0.011,0.009,0.014,0.018,0.008,0.027,0.023,0.017,0.015","0.037,0.011,0.025,0.046,0.018,0.032,0.063,0.036,0.033,0.039,0.04,0.031,0.051,0.034,0.029,0.045,0.027,0.036,0.064,0.064,0.062,0.044,0.032,0.022,0.003,0.012,0.014,0.018,0.021,0.011","0.027,0.054,0.039,0.056,0.041,0.049,0.032,0.044,0.037,0.032,0.035,0.036,0.059,0.059,0.065,0.072,0.06,0.036,0.044,0.048,0.029,0.019,0.01,0.004,0.002,0.003,0.004,0.001,0.002,0.001","0.012,0.047,0.06,0.065,0.09,0.066,0.074,0.077,0.062,0.039,0.044,0.053,0.036,0.034,0.02,0.029,0.033,0.027,0.026,0.018,0.015,0.018,0.024,0.01,0.01,0.006,0.002,0.002,0.0,0.001","0.005,0.029,0.046,0.066,0.077,0.089,0.074,0.081,0.061,0.078,0.059,0.075,0.046,0.05,0.039,0.031,0.018,0.018,0.014,0.007,0.012,0.006,0.006,0.002,0.005,0.003,0.002,0.0,0.0,0.001"
m1283_normalized.obj,Jet,1.16305,0.00582,0.00128,1.97169,0.00438,83.36209,"0.086,0.094,0.076,0.049,0.044,0.036,0.044,0.046,0.059,0.038,0.05,0.035,0.038,0.023,0.032,0.032,0.021,0.019,0.017,0.016,0.022,0.012,0.017,0.015,0.015,0.02,0.015,0.009,0.01,0.01","0.026,0.023,0.01,0.043,0.046,0.045,0.04,0.051,0.076,0.112,0.123,0.073,0.089,0.034,0.027,0.004,0.001,0.015,0.0,0.0,0.032,0.0,0.0,0.002,0.028,0.017,0.029,0.028,0.014,0.012","0.028,0.051,0.064,0.067,0.054,0.036,0.034,0.03,0.033,0.061,0.063,0.094,0.078,0.075,0.068,0.048,0.046,0.026,0.011,0.009,0.003,0.003,0.004,0.0,0.002,0.001,0.003,0.002,0.002,0.004","0.015,0.009,0.039,0.057,0.051,0.071,0.057,0.075,0.06,0.075,0.057,0.056,0.043,0.028,0.022,0.024,0.021,0.024,0.026,0.029,0.025,0.026,0.028,0.025,0.021,0.018,0.009,0.007,0.001,0.001","0.004,0.007,0.021,0.029,0.036,0.056,0.052,0.052,0.066,0.06,0.071,0.059,0.051,0.056,0.05,0.04,0.051,0.034,0.025,0.014,0.029,0.011,0.024,0.02,0.025,0.02,0.013,0.011,0.006,0.007"
m1284_normalized.obj,Jet,0.94651,0.04605,0.01001,1.97644,0.03374,14.63986,"0.083,0.082,0.07,0.068,0.045,0.04,0.053,0.053,0.042,0.038,0.046,0.029,0.044,0.038,0.027,0.025,0.036,0.024,0.025,0.016,0.02,0.016,0.012,0.012,0.008,0.012,0.008,0.008,0.012,0.008","0.033,0.074,0.136,0.065,0.112,0.223,0.054,0.027,0.035,0.039,0.002,0.003,0.003,0.007,0.038,0.08,0.03,0.005,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018","0.042,0.048,0.085,0.091,0.103,0.129,0.075,0.042,0.016,0.015,0.012,0.01,0.024,0.025,0.051,0.06,0.05,0.028,0.023,0.007,0.012,0.004,0.006,0.005,0.007,0.008,0.007,0.002,0.011,0.002","0.027,0.098,0.105,0.121,0.11,0.09,0.077,0.075,0.065,0.049,0.053,0.04,0.031,0.013,0.0,0.007,0.0,0.004,0.006,0.004,0.004,0.001,0.002,0.002,0.003,0.004,0.005,0.001,0.002,0.001","0.031,0.049,0.073,0.101,0.102,0.107,0.091,0.083,0.056,0.058,0.049,0.039,0.019,0.029,0.018,0.013,0.013,0.013,0.012,0.007,0.005,0.005,0.007,0.005,0.003,0.004,0.0,0.005,0.001,0.002"
m1285_normalized.obj,Jet,0.34318,0.08479,0.00844,1.94045,0.03074,116.84376,"0.149,0.074,0.077,0.047,0.057,0.045,0.037,0.038,0.027,0.026,0.039,0.028,0.032,0.031,0.024,0.018,0.025,0.02,0.019,0.017,0.014,0.008,0.011,0.015,0.014,0.019,0.019,0.013,0.033,0.024","0.065,0.058,0.057,0.073,0.055,0.056,0.061,0.079,0.07,0.113,0.041,0.011,0.02,0.023,0.018,0.011,0.011,0.016,0.01,0.014,0.01,0.02,0.007,0.016,0.019,0.026,0.012,0.005,0.015,0.008","0.063,0.081,0.072,0.06,0.046,0.063,0.083,0.09,0.069,0.048,0.048,0.047,0.035,0.041,0.045,0.037,0.018,0.004,0.011,0.006,0.007,0.003,0.004,0.005,0.009,0.003,0.001,0.0,0.0,0.001","0.014,0.04,0.057,0.074,0.073,0.075,0.077,0.067,0.064,0.051,0.036,0.041,0.036,0.035,0.039,0.028,0.03,0.021,0.026,0.017,0.015,0.019,0.02,0.008,0.009,0.012,0.004,0.004,0.005,0.003","0.013,0.028,0.056,0.077,0.072,0.084,0.071,0.071,0.075,0.062,0.055,0.048,0.041,0.036,0.039,0.033,0.032,0.017,0.014,0.02,0.014,0.008,0.006,0.007,0.005,0.005,0.005,0.002,0.002,0.002"
m1286_normalized.obj,Jet,1.63891,0.03586,0.01559,1.95358,0.04458,155.71439,"0.075,0.069,0.061,0.048,0.07,0.046,0.051,0.047,0.037,0.043,0.036,0.034,0.039,0.041,0.035,0.031,0.018,0.029,0.017,0.023,0.016,0.015,0.019,0.017,0.021,0.017,0.016,0.014,0.007,0.008","0.033,0.023,0.008,0.018,0.022,0.029,0.042,0.056,0.034,0.049,0.074,0.086,0.114,0.085,0.029,0.024,0.058,0.056,0.076,0.035,0.007,0.003,0.013,0.0,0.0,0.006,0.01,0.0,0.0,0.01","0.029,0.035,0.033,0.047,0.079,0.071,0.048,0.043,0.074,0.045,0.062,0.049,0.036,0.062,0.053,0.065,0.048,0.051,0.027,0.016,0.004,0.01,0.005,0.006,0.001,0.0,0.0,0.0,0.0,0.001","0.02,0.032,0.067,0.075,0.086,0.069,0.083,0.062,0.055,0.057,0.07,0.053,0.043,0.048,0.029,0.036,0.03,0.02,0.02,0.005,0.008,0.007,0.004,0.007,0.004,0.004,0.0,0.002,0.003,0.001","0.008,0.009,0.017,0.036,0.046,0.055,0.075,0.062,0.069,0.073,0.071,0.063,0.063,0.064,0.067,0.052,0.034,0.04,0.022,0.024,0.011,0.01,0.01,0.006,0.003,0.002,0.004,0.002,0.001,0.001"
m1287_normalized.obj,Jet,1.48541,0.03932,0.01992,1.99432,0.05396,72.36823,"0.051,0.075,0.064,0.054,0.06,0.05,0.061,0.056,0.041,0.054,0.045,0.036,0.025,0.039,0.032,0.03,0.025,0.033,0.018,0.024,0.017,0.014,0.015,0.016,0.018,0.013,0.012,0.009,0.006,0.007","0.057,0.037,0.015,0.02,0.038,0.021,0.065,0.12,0.165,0.121,0.096,0.034,0.074,0.04,0.031,0.024,0.005,0.001,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.011","0.031,0.072,0.045,0.05,0.093,0.119,0.101,0.053,0.072,0.104,0.075,0.039,0.051,0.041,0.019,0.006,0.002,0.008,0.008,0.004,0.0,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.001","0.01,0.021,0.049,0.065,0.064,0.064,0.076,0.068,0.067,0.054,0.066,0.052,0.067,0.065,0.041,0.028,0.033,0.033,0.023,0.019,0.007,0.009,0.001,0.004,0.001,0.003,0.003,0.002,0.003,0.002","0.008,0.016,0.023,0.026,0.042,0.052,0.062,0.07,0.083,0.074,0.078,0.081,0.081,0.052,0.05,0.038,0.036,0.034,0.019,0.023,0.015,0.012,0.009,0.004,0.004,0.001,0.004,0.0,0.001,0.002"
m1288_normalized.obj,Jet,3.58722,0.15266,0.08164,1.97369,0.1928,42.70359,"0.061,0.075,0.063,0.042,0.045,0.056,0.073,0.049,0.053,0.043,0.05,0.044,0.032,0.033,0.033,0.031,0.022,0.018,0.025,0.018,0.012,0.018,0.022,0.013,0.02,0.015,0.01,0.011,0.008,0.005","0.001,0.002,0.0,0.005,0.006,0.014,0.036,0.036,0.041,0.068,0.072,0.109,0.101,0.071,0.058,0.066,0.039,0.036,0.035,0.073,0.017,0.022,0.029,0.015,0.037,0.002,0.0,0.0,0.0,0.009","0.011,0.028,0.038,0.048,0.046,0.021,0.03,0.033,0.026,0.033,0.034,0.04,0.039,0.055,0.086,0.08,0.06,0.043,0.043,0.031,0.034,0.018,0.028,0.024,0.016,0.018,0.018,0.006,0.008,0.005","0.003,0.014,0.036,0.042,0.055,0.066,0.058,0.082,0.065,0.068,0.056,0.036,0.051,0.044,0.053,0.05,0.035,0.037,0.037,0.028,0.027,0.027,0.014,0.009,0.003,0.002,0.0,0.0,0.001,0.001","0.004,0.009,0.02,0.037,0.052,0.043,0.066,0.07,0.07,0.061,0.082,0.075,0.074,0.049,0.057,0.052,0.046,0.038,0.028,0.023,0.013,0.012,0.006,0.004,0.004,0.001,0.0,0.001,0.002,0.001"
m1289_normalized.obj,Jet,3.48043,0.07034,0.03319,1.97613,0.08143,28.86452,"0.056,0.073,0.073,0.055,0.058,0.064,0.064,0.042,0.046,0.049,0.042,0.034,0.027,0.034,0.034,0.036,0.027,0.024,0.026,0.016,0.018,0.017,0.011,0.011,0.012,0.014,0.017,0.011,0.007,0.002","0.004,0.006,0.023,0.01,0.012,0.009,0.016,0.022,0.034,0.039,0.106,0.062,0.088,0.055,0.052,0.061,0.102,0.048,0.019,0.019,0.038,0.034,0.032,0.042,0.038,0.014,0.002,0.006,0.003,0.004","0.019,0.035,0.037,0.025,0.025,0.039,0.058,0.063,0.06,0.046,0.04,0.051,0.061,0.051,0.046,0.038,0.034,0.045,0.015,0.027,0.038,0.023,0.024,0.026,0.029,0.027,0.014,0.002,0.0,0.002","0.01,0.015,0.033,0.043,0.052,0.046,0.073,0.081,0.07,0.071,0.061,0.071,0.051,0.05,0.044,0.05,0.039,0.036,0.031,0.026,0.024,0.011,0.004,0.003,0.002,0.001,0.0,0.0,0.001,0.001","0.006,0.02,0.022,0.03,0.045,0.051,0.056,0.068,0.063,0.067,0.064,0.068,0.061,0.061,0.059,0.053,0.051,0.034,0.03,0.018,0.018,0.02,0.018,0.008,0.002,0.0,0.002,0.001,0.003,0.001"
m1290_normalized.obj,Jet,1.72347,0.03498,0.02279,1.89112,0.04931,83.58506,"0.068,0.083,0.058,0.054,0.043,0.064,0.044,0.055,0.072,0.044,0.053,0.036,0.034,0.038,0.035,0.031,0.018,0.019,0.022,0.021,0.014,0.019,0.017,0.012,0.007,0.009,0.009,0.015,0.004,0.002","0.011,0.004,0.008,0.004,0.016,0.021,0.005,0.023,0.065,0.072,0.089,0.095,0.107,0.127,0.107,0.084,0.045,0.005,0.009,0.021,0.007,0.005,0.01,0.011,0.0,0.016,0.024,0.0,0.002,0.007","0.017,0.036,0.038,0.041,0.03,0.026,0.052,0.058,0.041,0.044,0.055,0.068,0.13,0.081,0.069,0.041,0.034,0.037,0.023,0.026,0.008,0.01,0.007,0.016,0.008,0.001,0.001,0.001,0.0,0.001","0.015,0.033,0.043,0.048,0.056,0.067,0.066,0.066,0.054,0.067,0.053,0.048,0.037,0.047,0.041,0.037,0.039,0.04,0.041,0.033,0.023,0.006,0.012,0.009,0.004,0.006,0.006,0.002,0.0,0.001","0.014,0.028,0.026,0.049,0.077,0.064,0.088,0.091,0.068,0.071,0.076,0.049,0.058,0.051,0.049,0.032,0.027,0.03,0.016,0.015,0.008,0.004,0.003,0.004,0.0,0.0,0.001,0.0,0.0,0.001"
m1291_normalized.obj,Jet,2.704,0.07022,0.03707,1.89734,0.08313,18.7322,"0.045,0.056,0.063,0.066,0.064,0.066,0.058,0.048,0.066,0.048,0.036,0.05,0.043,0.029,0.03,0.025,0.031,0.022,0.022,0.022,0.012,0.014,0.017,0.007,0.015,0.012,0.013,0.013,0.003,0.004","0.013,0.01,0.024,0.025,0.011,0.025,0.03,0.056,0.029,0.052,0.055,0.097,0.091,0.065,0.088,0.076,0.064,0.049,0.037,0.041,0.006,0.008,0.01,0.003,0.0,0.013,0.014,0.0,0.0,0.008","0.007,0.009,0.032,0.032,0.05,0.047,0.064,0.07,0.073,0.051,0.067,0.064,0.066,0.06,0.065,0.057,0.046,0.036,0.022,0.028,0.014,0.011,0.012,0.006,0.001,0.002,0.005,0.0,0.0,0.003","0.006,0.008,0.026,0.046,0.043,0.055,0.058,0.064,0.076,0.076,0.074,0.07,0.075,0.058,0.055,0.047,0.036,0.028,0.022,0.018,0.022,0.01,0.006,0.007,0.004,0.004,0.0,0.002,0.003,0.001","0.005,0.016,0.024,0.03,0.065,0.066,0.068,0.085,0.082,0.091,0.093,0.072,0.068,0.053,0.053,0.045,0.034,0.023,0.011,0.006,0.003,0.003,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.001"
m1292_normalized.obj,Jet,2.6445,0.01325,0.00528,1.96526,0.01397,48.93433,"0.062,0.069,0.083,0.064,0.066,0.052,0.057,0.054,0.043,0.028,0.047,0.043,0.034,0.027,0.03,0.025,0.03,0.022,0.009,0.02,0.017,0.02,0.024,0.018,0.016,0.01,0.01,0.01,0.007,0.003","0.014,0.012,0.002,0.03,0.051,0.043,0.064,0.077,0.116,0.077,0.066,0.02,0.016,0.03,0.027,0.042,0.053,0.026,0.052,0.052,0.029,0.003,0.0,0.0,0.0,0.0,0.018,0.024,0.021,0.035","0.036,0.038,0.029,0.04,0.067,0.082,0.06,0.073,0.087,0.068,0.061,0.071,0.06,0.051,0.036,0.022,0.034,0.024,0.022,0.015,0.006,0.004,0.005,0.0,0.0,0.0,0.0,0.001,0.003,0.005","0.015,0.038,0.046,0.068,0.06,0.074,0.084,0.06,0.075,0.054,0.062,0.059,0.046,0.047,0.044,0.029,0.017,0.021,0.027,0.025,0.018,0.011,0.003,0.004,0.001,0.004,0.002,0.002,0.002,0.002","0.01,0.014,0.03,0.04,0.049,0.07,0.063,0.079,0.061,0.067,0.064,0.078,0.045,0.064,0.051,0.04,0.04,0.033,0.029,0.016,0.017,0.01,0.009,0.006,0.003,0.003,0.002,0.001,0.003,0.003"
m1293_normalized.obj,Jet,2.19605,0.01034,0.0032,1.91986,0.01446,27.7819,"0.063,0.096,0.08,0.059,0.069,0.038,0.05,0.041,0.043,0.034,0.046,0.038,0.045,0.024,0.03,0.025,0.029,0.018,0.018,0.019,0.019,0.016,0.013,0.011,0.01,0.023,0.016,0.011,0.01,0.006","0.011,0.025,0.049,0.073,0.103,0.156,0.194,0.076,0.071,0.061,0.029,0.014,0.033,0.002,0.002,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.001,0.0,0.0,0.004,0.022,0.019,0.03","0.037,0.071,0.088,0.119,0.113,0.16,0.103,0.07,0.043,0.022,0.016,0.02,0.015,0.017,0.011,0.018,0.021,0.025,0.013,0.005,0.004,0.0,0.003,0.0,0.001,0.001,0.0,0.002,0.001,0.001","0.01,0.035,0.063,0.084,0.097,0.085,0.083,0.09,0.075,0.086,0.062,0.047,0.031,0.035,0.015,0.015,0.017,0.013,0.012,0.013,0.009,0.007,0.004,0.004,0.001,0.001,0.004,0.001,0.0,0.001","0.024,0.07,0.114,0.149,0.143,0.119,0.106,0.078,0.046,0.035,0.03,0.014,0.013,0.016,0.01,0.008,0.006,0.004,0.004,0.002,0.002,0.001,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.001"
m1294_normalized.obj,Jet,1.6447,0.026,0.02231,1.80923,0.07639,123.04141,"0.047,0.096,0.095,0.062,0.069,0.049,0.053,0.048,0.038,0.028,0.025,0.03,0.025,0.015,0.027,0.031,0.021,0.023,0.024,0.023,0.023,0.026,0.018,0.01,0.017,0.016,0.022,0.014,0.015,0.01","0.011,0.029,0.053,0.063,0.071,0.121,0.117,0.114,0.094,0.064,0.036,0.044,0.008,0.013,0.012,0.001,0.034,0.009,0.011,0.007,0.002,0.03,0.004,0.015,0.008,0.001,0.017,0.002,0.003,0.006","0.014,0.045,0.065,0.081,0.098,0.073,0.092,0.083,0.06,0.063,0.061,0.041,0.024,0.033,0.022,0.018,0.024,0.02,0.017,0.014,0.016,0.011,0.009,0.001,0.004,0.003,0.002,0.002,0.002,0.002","0.01,0.036,0.043,0.102,0.078,0.077,0.106,0.086,0.094,0.066,0.063,0.05,0.039,0.035,0.022,0.023,0.013,0.01,0.013,0.014,0.008,0.004,0.003,0.001,0.0,0.002,0.001,0.0,0.0,0.001","0.012,0.021,0.038,0.041,0.067,0.063,0.082,0.083,0.087,0.081,0.088,0.078,0.054,0.045,0.04,0.033,0.029,0.015,0.016,0.006,0.004,0.007,0.003,0.002,0.002,0.001,0.0,0.0,0.001,0.001"
