name,class,vertices,faces,bbox,type
D00989.obj,Insect,4072,8100,-0.710007 1.06526 -0.6137 0.655338 -0.172699 0.227779,triangles
m0.obj,Insect,4102,8100,0.025 0.642549 0.025 0.547541 0.025 0.975,triangles
m1.obj,Insect,4148,8100,0.025 0.424855 0.025 0.384845 0.025 0.975,triangles
m10.obj,Insect,4098,8100,0.025 0.894109 0.025 0.975 0.025 0.222438,triangles
m11.obj,Insect,4056,8100,0.025 0.975 0.025 0.50912 0.025 0.100962,triangles
m12.obj,Insect,4101,8099,0.025 0.975 0.025 0.377544 0.025 0.563472,triangles
m13.obj,Insect,3727,7003,0.025 0.553288 0.025 0.177515 0.025 0.975,triangles
m14.obj,Insect,4153,8100,0.025 0.975 0.025 0.715939 0.025 0.773575,triangles
m15.obj,Insect,4056,8100,0.025 0.975 0.025 0.416924 0.025 0.503842,triangles
m16.obj,Insect,4135,8100,0.025 0.975 0.025 0.270136 0.025 0.718665,triangles
m17.obj,Insect,4098,8080,0.025 0.975 0.025 0.293822 0.025 0.654721,triangles
m18.obj,Insect,4250,8324,0.025 0.975 0.025 0.423912 0.025 0.786683,triangles
m19.obj,Insect,9575,17676,0.025 0.9704005 0.035113 0.346508 0.025 0.6320465,triangles
m2.obj,Insect,4213,8099,0.025 0.61683 0.025 0.515443 0.025 0.975,triangles
m20.obj,Insect,3723,7159,0.025 0.975 0.025 0.418756 0.025 0.928792,triangles
m21.obj,Insect,4103,8100,0.025 0.975 0.025 0.524133 0.025 0.828255,triangles
m22.obj,Insect,4074,8100,0.025 0.975 0.025 0.42875 0.025 0.684062,triangles
m23.obj,Insect,4074,8100,0.025 0.475631 0.025 0.425936 0.025 0.975,triangles
m24.obj,Insect,4072,8100,0.025 0.975 0.025 0.42875 0.025 0.85625,triangles
m25.obj,Insect,4052,8100,0.025 0.817473 0.025 0.502402 0.025 0.975,triangles
m26.obj,Insect,4175,8100,0.025 0.845772 0.025 0.4245685 0.025 0.974964,triangles
m3.obj,Insect,4080,8100,0.025 0.931406 0.025 0.556332 0.025 0.975,triangles
m4.obj,Insect,4346,8216,0.025 0.556745 0.025 0.975 0.025 0.332245,triangles
m6.obj,Insect,4239,8100,0.026866 0.666281 0.024462804 0.702228 0.0246928 0.97490185,triangles
m7.obj,Insect,3700,7328,0.025 0.570829 0.025 0.577454 0.025 0.975,triangles
m8.obj,Insect,4298,8100,0.025 0.478489 0.025 0.975 0.025 0.834222,triangles
m9.obj,Insect,4069,7684,0.025 0.830435 0.025 0.975 0.025 0.482593,triangles
m1147.obj,Jet,3763,7452,0.025 0.975 0.025 0.33131 0.025 0.884672,triangles
m1149.obj,Jet,4117,8098,0.025 0.975 0.025 0.305634 0.025 0.769297,triangles
m1150.obj,Jet,4054,8100,0.025 0.743256 0.025 0.201238 0.025 0.975,triangles
m1151.obj,Jet,4083,8100,0.025 0.975 0.025 0.267357 0.025 0.949829,triangles
m1152.obj,Jet,3726,6881,0.025 0.922454 0.025 0.41384 0.025 0.975,triangles
m1153.obj,Jet,4059,8100,0.025 0.79127 0.025 0.364467 0.025 0.975,triangles
m1154.obj,Jet,4070,8100,0.024999991 0.849758 0.025 0.284141 0.025 0.975,triangles
m1155.obj,Jet,3680,5724,0.025 0.816625 0.025 0.228519 0.025 0.975,triangles
m1156.obj,Jet,3870,7406,0.025 0.975 0.025 0.21293 0.025 0.832103,triangles
m1157.obj,Jet,4284,8100,0.025 0.975 0.025 0.70371 0.025 0.185832,triangles
m1158.obj,Jet,4092,8099,0.025 0.908575 0.025 0.453995 0.025 0.975,triangles
m1159.obj,Jet,3726,6881,0.025 0.922454 0.025 0.41384 0.025 0.975,triangles
m1161.obj,Jet,6598,11564,0.025 0.931591 0.025 0.32614 0.02792874 0.975,triangles
m1162.obj,Jet,4146,8099,0.025 0.830816 0.025 0.975 0.025 0.273857,triangles
m1163.obj,Jet,4262,6480,0.025 0.931034 0.025 0.302749 0.025 0.975,triangles
m1165.obj,Jet,3781,7386,0.025 0.975 0.025 0.794583 0.025 0.271841,triangles
m1166.obj,Jet,4209,8100,0.044388 0.852419 0.025 0.24639575 0.025 0.9730847,triangles
m1167.obj,Jet,3652,5866,0.025 0.697772 0.025 0.283484 0.025 0.975,triangles
m1168.obj,Jet,4274,8051,0.025 0.651374 0.025 0.244231 0.025 0.975,triangles
m1169.obj,Jet,4160,7261,0.025 0.663453 0.025 0.309501 0.025 0.975,triangles
m1171.obj,Jet,4298,8100,0.025014909 0.975 0.025 0.280738 0.025 0.736381,triangles
m1172.obj,Jet,10036,17075,0.1520145 0.975 0.025 0.770694 0.025 0.204025,triangles
m1173.obj,Jet,4197,8100,0.025 0.975 0.025 0.790161 0.025 0.261539,triangles
m1174.obj,Jet,4068,8100,0.025 0.512874 0.025 0.217563 0.025 0.975,triangles
m1175.obj,Jet,4098,8100,0.025 0.665258 0.025 0.321351 0.025 0.975,triangles
m1176.obj,Jet,3823,4394,0.025 0.804891 0.025 0.220564 0.025 0.975,triangles
m1177.obj,Jet,4058,8100,0.025 0.857283 0.025 0.307677 0.025 0.975,triangles
m1178.obj,Jet,4257,8099,0.025 0.468333 0.025 0.145861 0.025 0.975,triangles
m1179.obj,Jet,4321,8099,0.025 0.609267 0.025 0.217744 0.025 0.917369,triangles
m1180.obj,Jet,4052,8100,0.025 0.656849 0.025 0.231708 0.025 0.975,triangles
m1181.obj,Jet,4058,8100,0.025 0.74921 0.025 0.23884 0.025 0.975,triangles
m1182.obj,Jet,4052,8100,0.025 0.950143 0.025 0.975 0.025 0.248351,triangles
m1183.obj,Jet,4326,8100,0.025 0.975 0.025 0.826917 0.025 0.222658,triangles
m1184.obj,Jet,4180,8100,0.025 0.48218775 0.025 0.228571 0.025 0.975,triangles
m1185.obj,Jet,4319,8100,0.025 0.470517 0.025 0.247759 0.025 0.975,triangles
m1187.obj,Jet,4061,8099,0.025 0.658333 0.025 0.26859 0.025 0.975,triangles
m1188.obj,Jet,4060,8100,0.025 0.787454 0.025 0.27522 0.025 0.975,triangles
m1190.obj,Jet,4163,8100,0.025 0.683603 0.025 0.286388 0.025 0.97203875,triangles
m1191.obj,Jet,4150,8099,0.025 0.975 0.025 0.89012 0.025 0.17626,triangles
m1193.obj,Jet,4059,8099,0.025 0.521407 0.025 0.211361 0.025 0.975,triangles
m1194.obj,Jet,4320,8100,0.025 0.975 0.025 0.750378 0.025 0.251583,triangles
m1195.obj,Jet,4215,8100,0.025 0.975 0.025 0.7357 0.025 0.237137,triangles
m1196.obj,Jet,4267,8100,0.025 0.975 0.025 0.676429 0.025 0.228142,triangles
m1197.obj,Jet,4251,8099,0.025 0.685476 0.034948844 0.248929 0.025 0.975,triangles
m1198.obj,Jet,4214,8099,0.025 0.664898 0.025 0.239022 0.025 0.975,triangles
m1199.obj,Jet,4191,8100,0.025 0.975 0.025 0.221184 0.025 0.557698,triangles
m1200.obj,Jet,4163,8029,0.025 0.483721 0.025 0.300411 0.025 0.975,triangles
m1201.obj,Jet,4388,8100,0.025 0.97500473 0.025 0.677761 0.025 0.322062,triangles
m1202.obj,Jet,4074,8100,0.025 0.566055 0.025 0.23369 0.025 0.975,triangles
m1204.obj,Jet,4164,8036,0.025 0.666722 0.025 0.309528 0.025 0.9498345,triangles
m1205.obj,Jet,3788,7076,0.025 0.975 0.025 0.774295 0.025 0.21695,triangles
m1207.obj,Jet,4168,8100,0.025 0.975 0.025 0.14863 0.025 0.382877,triangles
m1208.obj,Jet,4202,8099,0.025 0.718596 0.025 0.21885 0.025 0.975,triangles
m1209.obj,Jet,4064,8100,0.025 0.93665 0.025 0.275186 0.025 0.975,triangles
m1210.obj,Jet,4060,8099,0.025 0.67786 0.025 0.225975 0.025 0.975,triangles
m1211.obj,Jet,3917,7539,0.025 0.918098 0.025 0.317775 0.025 0.975,triangles
m1212.obj,Jet,3624,6416,0.025 0.625576 0.025 0.318204 0.025 0.975,triangles
m1213.obj,Jet,4082,8099,0.025 0.45763 0.025 0.17575 0.025 0.975,triangles
m1214.obj,Jet,4074,8099,0.025 0.622627 0.025 0.222624 0.025 0.975,triangles
m1215.obj,Jet,4063,8100,0.025 0.24165998 0.025 0.694913 0.025 0.975,triangles
m1216.obj,Jet,4052,8100,0.025 0.669863 0.025 0.221374 0.025 0.975,triangles
m1217.obj,Jet,4081,8099,0.025 0.606575 0.025 0.27319 0.025 0.975,triangles
m1218.obj,Jet,4365,8099,0.025 0.692906 0.025 0.226508 0.025 0.975,triangles
m1219.obj,Jet,4061,8099,0.025 0.177789 0.025 0.727486 0.025 0.975,triangles
m1220.obj,Jet,4056,8100,0.025 0.67343 0.025 0.231674 0.025 0.975,triangles
m1221.obj,Jet,4116,8099,0.025 0.975 0.025 0.846538 0.031182 0.219139,triangles
m1222.obj,Jet,4131,8099,0.025 0.975 0.025 0.895296 0.025 0.383768,triangles
m1223.obj,Jet,4052,8100,0.025 0.685618 0.025 0.215578 0.025 0.975,triangles
m1224.obj,Jet,4190,8100,0.025 0.975 0.025 0.436667 0.025 0.164967,triangles
m1225.obj,Jet,4171,8099,0.088407 0.975 0.025 0.731328 0.025 0.180143,triangles
m1226.obj,Jet,4052,8100,0.025 0.975 0.025 0.254792 0.025 0.504379,triangles
m1227.obj,Jet,4203,8100,0.025 0.975 0.025 0.768503 0.025 0.158925,triangles
m1228.obj,Jet,4280,8099,0.025 0.975 0.025 0.705579 0.025 0.16931,triangles
m1229.obj,Jet,4246,8094,0.025 0.501292 0.025 0.975 0.025 0.225043,triangles
m1230.obj,Jet,4340,8100,0.025 0.975 0.025 0.614959 0.025 0.311299,triangles
m1231.obj,Jet,3627,6976,0.025 0.635711 0.025 0.194645 0.025 0.975,triangles
m1232.obj,Jet,4159,8035,0.025 0.949324 0.025 0.20708375 0.025 0.975,triangles
m1233.obj,Jet,4173,8079,0.025 0.5125 0.025 0.2265625 0.025 0.975,triangles
m1234.obj,Jet,4197,8036,0.025 0.852419 0.025 0.234919 0.025 0.975,triangles
m1235.obj,Jet,4130,8091,0.025 0.975 0.025 0.238805 0.025 0.94855,triangles
m1236.obj,Jet,4234,8059,0.025 0.662817 0.025 0.218923 0.025 0.975,triangles
m1237.obj,Jet,4237,8099,0.047997 0.952003 0.025 0.304132 0.025 0.936937,triangles
m1238.obj,Jet,4092,8100,0.025 0.507877 0.025 0.247735 0.025 0.975,triangles
m1239.obj,Jet,4302,8300,0.025 0.975 0.025 0.768339 0.025 0.24777,triangles
m1240.obj,Jet,4126,8099,0.030655 0.85625 0.025 0.228571 0.025 0.975,triangles
m1241.obj,Jet,4080,7696,0.025 0.975 0.025 0.703854 0.025 0.263759,triangles
m1242.obj,Jet,3673,7060,0.025 0.975 0.025 0.594074 0.029577 0.235287,triangles
m1243.obj,Jet,3621,7036,0.025 0.67727 0.025 0.24856 0.025 0.975,triangles
m1245.obj,Jet,4052,8100,0.025 0.975 0.025 0.312895 0.025 0.749336,triangles
m1246.obj,Jet,3727,7110,0.025 0.811475 0.025 0.332582 0.025 0.975,triangles
m1247.obj,Jet,4056,8100,0.025 0.680532 0.025 0.338948 0.025 0.975,triangles
m1248.obj,Jet,4220,8100,0.025 0.975 0.025 0.388585 0.025 0.634879,triangles
m1249.obj,Jet,4052,8100,0.025 0.975 0.025 0.630429 0.025 0.381167,triangles
m1250.obj,Jet,4102,8100,0.025 0.874905 0.025 0.225855 0.025 0.975,triangles
m1251.obj,Jet,4160,7261,0.025 0.663453 0.025 0.309501 0.025 0.975,triangles
m1252.obj,Jet,4285,8036,0.025 0.9459605 0.025 0.604361 0.02506305 0.239457,triangles
m1253.obj,Jet,4207,8100,0.025 0.975 0.025 0.715337 0.025 0.231058,triangles
m1255.obj,Jet,4388,8099,0.025 0.975 0.0250175 0.246725 0.03099775 0.50187224,triangles
m1256.obj,Jet,3693,6012,0.02500219 0.47763434 0.025035 0.13669676 0.025 0.975,triangles
m1257.obj,Jet,2086,4104,0.041621484 0.470894 0.03050875 0.924938 0.025066666 0.13668852,triangles
m1258.obj,Jet,3773,5661,0.025 0.697772 0.025 0.283484 0.025 0.975,triangles
m1259.obj,Jet,4392,8099,0.025 0.97500473 0.025 0.677761 0.025 0.322062,triangles
m1260.obj,Jet,3195,5946,0.028868333 0.90682924 0.025 0.3408182 0.029913818 0.593564,triangles
m1261.obj,Jet,4123,7808,0.025 0.975 0.025 0.719979 0.025 0.249154,triangles
m1262.obj,Jet,4246,8100,0.025 0.975 0.025 0.654949 0.025 0.227855,triangles
m1263.obj,Jet,4275,8100,0.025 0.975 0.025 0.918087 0.025 0.273664,triangles
m1264.obj,Jet,4202,8100,0.025 0.857277 0.025 0.975 0.025 0.248069,triangles
m1265.obj,Jet,4172,8100,0.025 0.975 0.025 0.149523 0.025 0.383441,triangles
m1266.obj,Jet,3618,6257,0.025 0.975 0.025005 0.6855077 0.025 0.200851,triangles
m1267.obj,Jet,4241,8099,0.025 0.975 0.025 0.906445 0.025 0.188165,triangles
m1268.obj,Jet,4131,8100,0.025 0.571529 0.025 0.975 0.025 0.105528,triangles
m1269.obj,Jet,3866,7456,0.025 0.528319 0.025 0.975 0.025 0.102679,triangles
m1270.obj,Jet,4147,8100,0.025 0.448754 0.025 0.975 0.025 0.12963,triangles
m1271.obj,Jet,4159,8099,0.025 0.449345 0.025 0.975 0.025 0.168981,triangles
m1273.obj,Jet,4090,8100,0.025 0.975 0.025 0.547667 0.025 0.148437,triangles
m1274.obj,Jet,4135,8099,0.025 0.651634 0.025 0.975 0.025 0.156416,triangles
m1275.obj,Jet,4182,8100,0.025 0.55428 0.025 0.975 0.025 0.176995,triangles
m1276.obj,Jet,3698,7076,0.025 0.431339 0.025 0.975 0.025 0.107863,triangles
m1277.obj,Jet,3900,7532,0.025279 0.47961 0.025 0.975 0.027794 0.118603,triangles
m1278.obj,Jet,4357,8402,0.025 0.468886 0.025 0.975 0.025 0.150699,triangles
m1279.obj,Jet,4216,8100,0.025 0.455168 0.025 0.975 0.025 0.160655,triangles
m1280.obj,Jet,4195,8099,0.025 0.447754 0.025 0.975 0.025 0.136879,triangles
m1281.obj,Jet,4139,8099,0.025 0.560756 0.025 0.975 0.025 0.110583,triangles
m1282.obj,Jet,4127,8099,0.025 0.689896 0.025 0.975 0.025 0.126465,triangles
m1283.obj,Jet,4172,8099,0.025 0.542551 0.025 0.975 0.030271 0.196045,triangles
m1284.obj,Jet,4373,8099,0.025 0.44402 0.025 0.165302 0.025 0.975,triangles
m1285.obj,Jet,4152,8099,0.025 0.383862 0.025 0.352986 0.025 0.975,triangles
m1286.obj,Jet,4171,8100,0.025 0.584867 0.025 0.975 0.025 0.139,triangles
m1287.obj,Jet,4191,8100,0.025 0.468476 0.025 0.975 0.025 0.115832,triangles
m1288.obj,Jet,4293,8100,0.025 0.690907 0.025 0.975 0.025 0.240696,triangles
m1289.obj,Jet,4227,8099,0.048993 0.740259 0.025 0.975 0.025 0.235926,triangles
m1290.obj,Jet,4369,8420,0.025 0.480234 0.025 0.975 0.025 0.132589,triangles
m1291.obj,Jet,4164,8099,0.025 0.612934 0.025 0.975 0.025 0.185769,triangles
m1292.obj,Jet,4395,8100,0.025 0.671475 0.025 0.975 0.025 0.210654,triangles
m1293.obj,Jet,4203,8099,0.025 0.667647 0.025 0.975 0.025 0.221163,triangles
m1294.obj,Jet,4185,8100,0.025 0.43938 0.025 0.975 0.025 0.11004,triangles
m1295.obj,Jet,4263,8100,0.025 0.500033 0.025 0.975 0.025 0.068777,triangles
m1296.obj,Jet,4098,8099,0.428995 0.937519 0.025 0.975 0.025 0.129821,triangles
m1297.obj,Jet,3762,7120,0.064148 0.339672 0.025 0.975 0.045067 0.089214,triangles
m1298.obj,Jet,4080,8100,0.025 0.726536 0.025 0.315065 0.025 0.975,triangles
m1299.obj,Jet,4311,8100,0.025 0.632283 0.025 0.5868 0.025 0.974359,triangles
m1300.obj,Jet,4057,7472,0.025 0.723517 0.025 0.173779 0.025 0.975,triangles
m1301.obj,Jet,4052,8100,0.025 0.64902 0.025 0.136765 0.025 0.975,triangles
D01015.obj,Knife,3864,3113,-0.157745 0.966448 -0.662873 2.667893 -0.01905 0.06985,triangles
D01025.obj,Knife,3819,4749,1.774911 11.114611 7.311093 9.347743 -0.402575 0.637525,triangles
D01032.obj,Knife,3499,3892,-0.113 0.2451155 -0.012206 0.008185731 0.0 0.055113,triangles
D01051.obj,Knife,3809,4666,3e-05 0.42 -0.010991 0.010991 -0.000565 0.04,triangles
D01054.obj,Knife,2021,1826,0.003574 0.210224 -0.033018 0.003715 0.0 0.003175,triangles
D01057.obj,Knife,3778,5170,-0.010521 0.010521 0.0 0.431865 -0.040262 0.016401,triangles
D01063.obj,Knife,3939,3576,-0.00101 0.4191 -0.024724 0.025279 0.022117 0.082435,triangles
D01075.obj,Knife,4066,5234,-0.27305 0.4699 0.383232 11.342797 0.281492 7.014756,triangles
D01077.obj,Knife,3616,3407,-61.42073 51.1937 -0.150406 20.596342 9.1186 14.1986,triangles
D01107.obj,Knife,3868,4860,-0.237856 -0.02193 0.089163 0.101532 0.789931 0.831313,triangles
D01119.obj,Knife,2444,2985,-0.038603 -0.000104 -0.037054 0.032573 0.002431 0.005288,triangles
D01120.obj,Knife,4473,7690,1.6094 2.02215 -4.32433 -1.43508 -0.1143 0.10795,triangles
D01132.obj,Knife,4092,2928,0.054946 0.404987 0.061361 0.124894 -0.010998 0.006745,triangles
D01150.obj,Knife,3686,4884,0.357621 3.550874 -0.13926 4.40734 0.09541725 25.895832,triangles
D01160.obj,Knife,4294,5933,0.037618 0.48664 0.125524 0.223653 0.587375 0.61595,triangles
D01168.obj,Knife,3794,2770,1.540613 4.335104 3.522268 4.492632 -0.1778 0.0,triangles
D01174.obj,Knife,3606,2694,0.178714 3.833533 0.460678 0.901198 0.1397 0.24765,triangles
D01175.obj,Knife,1717,1684,0.150967 0.7309 -0.27264 0.244003 0.0 0.044,triangles
D01187.obj,Knife,3633,3741,16962.545 28346.94 13182.378 31010.105 0.0 569.7359,triangles
D01189.obj,Knife,4147,6405,0.074995 0.122721 0.034983 0.350935 0.0 0.0127,triangles
m722.obj,Knife,4103,8100,0.025 0.093151 0.025 0.174508 0.025 0.975,triangles
m723.obj,Knife,4058,8100,0.027783146 0.3488528 0.025 0.088438 0.024999997 0.975,triangles
m724.obj,Knife,4054,8100,0.025 0.975 0.025 0.154306 0.025 0.106656,triangles
m725.obj,Knife,4054,8100,0.025 0.975 0.025 0.269783 0.025 0.087234,triangles
m726.obj,Knife,4062,8099,0.025 0.06534 0.025 0.31723 0.025 0.975,triangles
m727.obj,Knife,4058,8097,0.025 0.442857 0.025 0.975 0.025 0.081071,triangles
m728.obj,Knife,4122,8100,0.025 0.125536 0.025 0.31855 0.025 0.975,triangles
D00017.obj,MilitaryVehicle,3654,5977,-0.83624 0.7073832 -0.4865836 0.5921736 -0.30742326 0.2576455,triangles
D00051.obj,MilitaryVehicle,4239,8099,-1.17002 0.696292 -0.608059 0.732167 -0.513554 0.34083,triangles
D00100.obj,MilitaryVehicle,4269,8100,-0.96392 0.731249 -0.5367005 0.5473861 -0.705428 0.602465,triangles
D00173.obj,MilitaryVehicle,4333,5970,-0.974003 0.94134116 -0.36192402 0.51636606 -0.63264334 0.42926,triangles
D00272.obj,MilitaryVehicle,3870,7842,-0.9864109 0.7732031 -0.5076508 0.40147215 -0.41084394 0.21105936,triangles
D00334.obj,MilitaryVehicle,3927,7309,-0.560917 1.0754056 -0.308145 0.352339 -0.206032 0.293599,triangles
D00458.obj,MilitaryVehicle,3928,6954,-0.837258 0.9510992 -0.430807 0.463285 -0.35258025 0.31773287,triangles
D00529.obj,MilitaryVehicle,3786,7489,-0.6896225 0.9906227 -0.2965766 0.3997365 -0.2764812 0.29476357,triangles
D00577.obj,MilitaryVehicle,4169,7056,-0.855131 0.9468194 -0.3555546 0.5752016 -0.4669913 0.419408,triangles
D00611.obj,MilitaryVehicle,3884,7374,-0.908293 0.911727 -0.410172 0.387056 -0.271143 0.394438,triangles
D00723.obj,MilitaryVehicle,4294,7148,-0.94239664 0.887004 -0.39754474 0.5198924 -0.44658798 0.330404,triangles
D00761.obj,MilitaryVehicle,4114,8100,-0.9225694 0.75193197 -0.382327 0.385562 -0.43994 0.6397355,triangles
D00778.obj,MilitaryVehicle,3949,7296,-0.830794 0.7765914 -0.31212968 0.32246178 -0.51474 0.27610743,triangles
D00799.obj,MilitaryVehicle,4098,8100,-0.685841 1.09352 -0.694964 0.774278 -0.370122 0.159248,triangles
D00801.obj,MilitaryVehicle,4224,8100,-0.9556823 0.6215502 -0.29352292 0.219907 -0.22458227 0.2533716,triangles
D00918.obj,MilitaryVehicle,3941,7740,-0.949205 0.906026 -0.479578 0.684576 -0.28570542 0.634273,triangles
D00932.obj,MilitaryVehicle,3860,6692,-0.9516431 0.768164 -0.42808 0.594246 -0.344615 0.622693,triangles
D00933.obj,MilitaryVehicle,3616,6268,-0.6126783 1.0182605 -0.29455134 0.3142712 -0.19660771 0.29127407,triangles
D00952.obj,MilitaryVehicle,4248,8099,-0.766985 0.817703 -0.578725 0.699645 -0.692033 0.345766,triangles
D00971.obj,MilitaryVehicle,3977,7153,-0.653324 1.00185 -0.348283 0.36262 -0.323094 0.3226763,triangles
D00007.obj,Monitor,4286,8100,-1.04744 0.827542 -0.981066 0.775356 -0.445994 0.288835,triangles
D00141.obj,Monitor,4256,8115,-0.633022 0.995261 -0.797377 0.965054 -0.487189 0.266302,triangles
D00229.obj,Monitor,4344,8099,-0.569487 1.00619 -0.807306 0.635025 -0.423409 0.386586,triangles
D00336.obj,Monitor,4329,8099,-0.99058235 0.85188997 -0.904957 0.701724 -0.790443 0.819336,triangles
D00339.obj,Monitor,4273,8100,-0.530858 0.824603 -0.635985 0.663914 -0.114764 0.394038,triangles
D00364.obj,Monitor,4123,8099,-0.9210862 0.62895 -0.5563612 1.0718541 -0.82987666 0.660782,triangles
D00387.obj,Monitor,4340,8099,-0.7779737 1.0240843 -0.76206845 0.9433415 -0.196281 0.158471,triangles
D00391.obj,Monitor,4146,8100,-0.866177 1.02537 -0.702046 0.634573 -0.177661 0.203269,triangles
D00412.obj,Monitor,4238,8099,-1.17492 0.4869866 -0.7707134 0.87305224 -0.375909 0.35968083,triangles
D00444.obj,Monitor,4198,8100,-0.968978 0.8029039 -0.83591694 0.61392546 -0.523531 0.187307,triangles
D00469.obj,Monitor,4058,8100,-0.592973 1.16525 -0.953622 0.790641 -0.658623 0.913319,triangles
D00548.obj,Monitor,4255,8099,-0.825768 1.10906 -0.708906 0.94581 -0.212115 0.286457,triangles
D00659.obj,Monitor,4093,8100,-0.56154 1.14164 -0.787957 0.701244 -0.850963 0.583626,triangles
D00852.obj,Monitor,4168,8100,-0.644759 0.871323 -0.729475 0.724666 -0.8200659 0.490456,triangles
D00863.obj,Monitor,4291,8100,-0.634402 0.83845836 -0.7037416 0.638702 -0.501447 0.16421598,triangles
D00915.obj,Monitor,3948,7907,-1.04248 0.547429 -1.20218 0.388465 -0.413366 0.378484,triangles
D00919.obj,Monitor,4316,8058,-0.6975 0.857802 -0.709662 0.525574 -0.588155 0.221191,triangles
D00920.obj,Monitor,4100,8100,-0.658699 1.11174 -0.958221 0.331279 -0.206781 0.237776,triangles
D00978.obj,Monitor,4146,8100,-0.74320513 0.9823155 -0.77829015 0.7798089 -0.4682918 0.9247561,triangles
D01000.obj,Monitor,4253,7299,-0.9708299 0.875586 -1.257315 0.51363724 -0.19364095 0.2575111,triangles
D00011.obj,Monoplane,4229,8144,-1.04299 0.759531 -0.984635 1.00171 -0.255354 0.210928,triangles
D00019.obj,Monoplane,4107,8100,-1.05211 0.720002 -0.968376 0.997828 -0.142717 0.209466,triangles
D00043.obj,Monoplane,4154,8100,-0.983905 0.780939 -0.892229 0.886787 -0.137708 0.310427,triangles
D00098.obj,Monoplane,4176,8099,-0.743406 0.986698 -0.913099 0.879603 -0.289175 0.125429,triangles
D00167.obj,Monoplane,4145,8100,-0.963204 0.973855 -0.332393 0.321536 -0.111441 0.068975,triangles
D00169.obj,Monoplane,4398,8100,-1.18663 0.722234 -0.841492 0.826499 -0.151996 0.197693,triangles
D00262.obj,Monoplane,4364,8252,-0.784459 0.938899 -0.487582 0.494195 -0.144615 0.273421,triangles
D00301.obj,Monoplane,4280,8100,-1.02849 0.750731 -0.62874 0.629994 -0.142334 0.130723,triangles
D00304.obj,Monoplane,4023,7598,-1.07151 0.684274 -0.608389 0.312835 -0.154208 0.247232,triangles
D00319.obj,Monoplane,4202,8100,-0.915675 0.83571 -0.717452 0.855586 -0.111025 0.322297,triangles
D00402.obj,Monoplane,4117,8099,-0.914696 0.98928 -0.796746 0.755449 -0.166896 0.150598,triangles
D00482.obj,Monoplane,4042,7402,-0.616611 0.71067 -0.978597 0.983043 -0.200243 0.154089,triangles
D00617.obj,Monoplane,4064,8094,-1.11851 0.732531 -1.04728 0.895739 -0.152073 0.352573,triangles
D00688.obj,Monoplane,4375,8099,-0.85033536 0.57403034 -0.9820522 0.98478705 -0.230899 0.126262,triangles
D00798.obj,Monoplane,4330,8099,-0.995713 0.623013 -0.693868 0.448289 -0.098262 0.303646,triangles
D00840.obj,Monoplane,4126,8100,-0.814967 0.977381 -0.93704 0.866211 -0.183993 0.13735,triangles
D00864.obj,Monoplane,4216,8099,-0.672871 0.559821 -0.88147 0.889466 -0.126342 0.285313,triangles
D00925.obj,Monoplane,4112,8099,-0.702113 0.936308 -0.970438 0.981183 -0.257026 0.116642,triangles
D00963.obj,Monoplane,4214,8100,-0.98504 0.991529 -0.519261 0.473698 -0.131421 0.091972,triangles
D00995.obj,Monoplane,3724,7142,-1.00277 0.966309 -0.539285 0.429996 -0.053564 0.186259,triangles
D00021.obj,Motorcycle,3845,7339,-0.782274 0.9638989 -0.599836 0.58957 -0.44563985 0.32907057,triangles
D00039.obj,Motorcycle,4176,8100,-0.873376 0.8228212 -0.6979965 0.562127 -0.36699593 0.3792028,triangles
D00054.obj,Motorcycle,4086,8100,-0.818564 0.928797 -0.521296 0.765906 -0.166127 0.75693,triangles
D00224.obj,Motorcycle,3920,7453,-0.990282 0.837545 -0.623514 0.439533 -0.37114 0.382465,triangles
D00269.obj,Motorcycle,4384,8100,-0.993199 0.813776 -0.546921 0.530591 -0.38864797 0.361903,triangles
D00288.obj,Motorcycle,4369,8100,-0.943839 0.971983 -0.468998 0.448304 -0.30772808 0.29957148,triangles
D00342.obj,Motorcycle,3851,7121,-0.8998291 0.8740586 -0.5912702 0.40527377 -0.38354853 0.352979,triangles
D00345.obj,Motorcycle,4202,8099,-0.9177839 0.86803 -0.47562248 0.47766098 -0.23519626 0.3259375,triangles
D00395.obj,Motorcycle,3409,6030,-1.00104 0.946864 -0.429873 0.605092 -0.304664 0.34165737,triangles
D00396.obj,Motorcycle,4381,8100,-0.984332 0.799751 -0.597126 0.51593 -0.312093 0.302454,triangles
D00476.obj,Motorcycle,3711,7124,-0.985027 0.941655 -0.54800117 0.6958508 -0.68941104 0.253381,triangles
D00521.obj,Motorcycle,4229,8100,-1.05494 0.913743 -0.39858764 0.312155 -0.422821 0.27503023,triangles
D00544.obj,Motorcycle,3740,7103,-0.930941 0.994115 -0.527987 0.66817474 -0.480901 0.461987,triangles
D00594.obj,Motorcycle,3766,7051,-0.964645 0.957037 -0.533148 0.6589933 -0.477072 0.465384,triangles
D00703.obj,Motorcycle,3895,7567,-0.84913415 0.96296 -0.55026525 0.476275 -0.364019 0.262004,triangles
D00768.obj,Motorcycle,4148,8099,-0.840389 1.03392 -0.7125333 0.407357 -0.433906 0.3954068,triangles
D00858.obj,Motorcycle,3618,6751,-0.747815 1.04076 -0.68451 0.681444 -0.344547 0.38574165,triangles
