name,class,compactnessObj,rectangularityObj,convexityObj
m1627_normalized.obj,Hat,0.25637,0.19937,0.45998
m1628_normalized.obj,Hat,0.0312,0.0236,0.07191
m1629_normalized.obj,Hat,0.0415,0.05458,0.10727
m1630_normalized.obj,Hat,0.2251,0.14365,0.4222
m1631_normalized.obj,Hat,0.20763,0.13912,0.39052
m1632_normalized.obj,Hat,0.03335,0.0263,0.05771
m1633_normalized.obj,Hat,0.39549,0.16402,0.45944
m1634_normalized.obj,Hat,0.27598,0.45645,0.94713
m1635_normalized.obj,Hat,0.13868,0.11505,0.22806
m1636_normalized.obj,Hat,0.05012,0.0363,0.08718
m1637_normalized.obj,Hat,0.02271,0.02029,0.04294
m1638_normalized.obj,Hat,0.13502,0.12003,0.25851
m1639_normalized.obj,Hat,0.06789,0.0425,0.11021
m1640_normalized.obj,Hat,0.01512,0.01744,0.03047
m1641_normalized.obj,Hat,0.03481,0.0281,0.06566
D00038_normalized.obj,Helicopter,0.03641,0.00676,0.01853
D00191_normalized.obj,Helicopter,0.19942,0.02946,0.08997
D00361_normalized.obj,Helicopter,0.08748,0.01181,0.03655
D00397_normalized.obj,Helicopter,0.34491,0.03508,0.14706
D00423_normalized.obj,Helicopter,0.20215,0.02631,0.07816
D00470_normalized.obj,Helicopter,0.17498,0.01953,0.05823
D00471_normalized.obj,Helicopter,0.25225,0.01664,0.05365
D00473_normalized.obj,Helicopter,0.21616,0.01593,0.0534
D00498_normalized.obj,Helicopter,0.13429,0.01611,0.04332
D00500_normalized.obj,Helicopter,0.17974,0.02257,0.08948
D00502_normalized.obj,Helicopter,0.27516,0.03091,0.10949
D00644_normalized.obj,Helicopter,0.0954,0.02629,0.06663
D00658_normalized.obj,Helicopter,0.37468,0.02282,0.07525
D00751_normalized.obj,Helicopter,0.20615,0.05794,0.14832
D00796_normalized.obj,Helicopter,0.31112,0.03837,0.11485
D00820_normalized.obj,Helicopter,0.24688,0.01962,0.08245
D00868_normalized.obj,Helicopter,0.11865,0.03596,0.07179
D00977_normalized.obj,Helicopter,0.26941,0.0324,0.09621
D00986_normalized.obj,Helicopter,0.0988,0.04334,0.08378
D00991_normalized.obj,Helicopter,0.07909,0.00872,0.03427
m1302_normalized.obj,Helicopter,0.25184,0.05599,0.16996
m1304_normalized.obj,Helicopter,0.42354,0.13851,0.30405
m1305_normalized.obj,Helicopter,0.32745,0.11639,0.33973
m1306_normalized.obj,Helicopter,0.09934,0.01664,0.06768
m1307_normalized.obj,Helicopter,0.16813,0.0312,0.08219
m1308_normalized.obj,Helicopter,0.09429,0.02568,0.06564
m1309_normalized.obj,Helicopter,0.04019,0.00437,0.01742
m1310_normalized.obj,Helicopter,0.20215,0.02592,0.07816
m1311_normalized.obj,Helicopter,0.20813,0.02559,0.08841
m1312_normalized.obj,Helicopter,0.31112,0.03837,0.11485
m1313_normalized.obj,Helicopter,0.16793,0.05107,0.16142
m1314_normalized.obj,Helicopter,0.17315,0.0517,0.13606
m1315_normalized.obj,Helicopter,0.10037,0.02719,0.0841
m1316_normalized.obj,Helicopter,0.24407,0.05234,0.13041
m1317_normalized.obj,Helicopter,0.07634,0.03349,0.06473
m1318_normalized.obj,Helicopter,0.09518,0.02929,0.05763
m1319_normalized.obj,Helicopter,0.23384,0.02125,0.07678
m1320_normalized.obj,Helicopter,0.38276,0.03156,0.12206
m1321_normalized.obj,Helicopter,0.21509,0.02145,0.07747
m1322_normalized.obj,Helicopter,0.19236,0.01742,0.05676
m1323_normalized.obj,Helicopter,0.41031,0.01449,0.06219
m1325_normalized.obj,Helicopter,0.16657,0.02153,0.06358
m1326_normalized.obj,Helicopter,0.2096,0.02728,0.07643
m1327_normalized.obj,Helicopter,0.38554,0.03172,0.12236
m1328_normalized.obj,Helicopter,0.15699,0.02247,0.06127
m1329_normalized.obj,Helicopter,0.15014,0.08575,0.25839
m1330_normalized.obj,Helicopter,0.17367,0.05023,0.13192
m1332_normalized.obj,Helicopter,0.18539,0.01937,0.05836
m1333_normalized.obj,Helicopter,0.03402,0.02167,0.06632
m1334_normalized.obj,Helicopter,0.03587,0.02142,0.06493
m1336_normalized.obj,Helicopter,0.34414,0.03257,0.13927
D00001_normalized.obj,House,0.12739,0.24541,0.56078
D00044_normalized.obj,House,0.05166,0.14525,0.25344
D00091_normalized.obj,House,0.34858,0.62784,0.92713
D00095_normalized.obj,House,0.38036,0.32886,0.87487
D00286_normalized.obj,House,0.12524,0.22217,0.5198
D00325_normalized.obj,House,0.11278,0.11852,0.38313
D00359_normalized.obj,House,0.22843,0.17132,0.49997
D00389_normalized.obj,House,0.01094,0.02598,0.03929
D00415_normalized.obj,House,0.21112,0.51571,0.76761
D00454_normalized.obj,House,0.62483,0.51873,0.85628
D00568_normalized.obj,House,0.0419,0.07166,0.19819
D00574_normalized.obj,House,0.00177,0.00073,0.00167
D00665_normalized.obj,House,0.29059,0.34219,0.71727
D00873_normalized.obj,House,0.0882,0.0621,0.26099
D00889_normalized.obj,House,0.27077,0.46573,0.92011
D00901_normalized.obj,House,0.12062,0.21404,0.51761
D00903_normalized.obj,House,0.09103,0.22484,0.40706
D00941_normalized.obj,House,0.62458,0.52236,0.861
D00946_normalized.obj,House,0.01875,0.06916,0.1602
D00965_normalized.obj,House,0.04822,0.21144,0.33894
m423_normalized.obj,House,0.86574,0.51393,0.81614
m429_normalized.obj,House,0.02887,0.13282,0.23177
m430_normalized.obj,House,0.02227,0.08864,0.18329
m431_normalized.obj,House,0.04878,0.07633,0.18499
m432_normalized.obj,House,0.13312,0.07516,0.28501
m433_normalized.obj,House,0.00605,0.02909,0.08401
m434_normalized.obj,House,0.56516,0.36515,0.77912
m435_normalized.obj,House,0.02342,0.01242,0.04855
m436_normalized.obj,House,0.52549,0.35713,0.69043
m439_normalized.obj,House,0.02382,0.0401,0.11065
m440_normalized.obj,House,0.08769,0.0922,0.25335
m441_normalized.obj,House,0.09519,0.24902,0.42988
m443_normalized.obj,House,0.57413,0.42013,0.63511
m446_normalized.obj,House,0.01904,0.00738,0.02779
m447_normalized.obj,House,0.04486,0.10022,0.20577
m448_normalized.obj,House,0.04577,0.10101,0.25977
m449_normalized.obj,House,0.53992,0.45268,0.84373
m451_normalized.obj,House,0.02206,0.06267,0.13046
m452_normalized.obj,House,0.03689,0.15113,0.23877
m453_normalized.obj,House,0.05041,0.17461,0.36207
m454_normalized.obj,House,0.4332,0.2722,0.571
m456_normalized.obj,House,0.5605,0.15388,0.51684
m457_normalized.obj,House,0.57413,0.42013,0.63511
m460_normalized.obj,House,0.02915,0.05822,0.11104
m461_normalized.obj,House,0.09773,0.21309,0.31377
m462_normalized.obj,House,0.85988,0.59207,0.8742
D00013_normalized.obj,HumanHead,0.50637,0.15379,0.33295
D00061_normalized.obj,HumanHead,0.12555,0.01062,0.01836
D00072_normalized.obj,HumanHead,2.21708,0.02955,0.07068
D00106_normalized.obj,HumanHead,0.06384,0.00773,0.01759
D00131_normalized.obj,HumanHead,1.14355,0.1695,0.36456
D00205_normalized.obj,HumanHead,1.60805,0.07647,0.1857
D00313_normalized.obj,HumanHead,2.33649,0.06415,0.17787
D00434_normalized.obj,HumanHead,0.45965,0.94344,2.47238
D00487_normalized.obj,HumanHead,1.7041,0.14275,0.33443
D00488_normalized.obj,HumanHead,1.2471,0.07066,0.17496
D00566_normalized.obj,HumanHead,0.95112,0.09339,0.22419
D00578_normalized.obj,HumanHead,1.97278,0.08012,0.20285
D00591_normalized.obj,HumanHead,1.68566,0.11479,0.20717
D00610_normalized.obj,HumanHead,1.99625,0.04717,0.09925
D00629_normalized.obj,HumanHead,1.52667,0.06218,0.13175
D00653_normalized.obj,HumanHead,1.40616,0.01441,0.02835
D00690_normalized.obj,HumanHead,0.01735,0.00098,0.00219
D00758_normalized.obj,HumanHead,1.09212,0.07618,0.19969
D00910_normalized.obj,HumanHead,0.57918,0.05515,0.10945
D00984_normalized.obj,HumanHead,0.40298,0.06692,0.15201
m340_normalized.obj,HumanHead,0.55695,0.23017,0.58995
m341_normalized.obj,HumanHead,0.88336,0.37137,0.92436
m342_normalized.obj,HumanHead,0.00141,0.00129,0.00301
m343_normalized.obj,HumanHead,0.78683,0.40298,0.94697
m344_normalized.obj,HumanHead,0.4396,0.28603,0.62797
m345_normalized.obj,HumanHead,0.14373,0.08249,0.22169
m346_normalized.obj,HumanHead,0.08376,0.03595,0.08814
m347_normalized.obj,HumanHead,0.25025,0.12847,0.24301
m348_normalized.obj,HumanHead,0.54695,0.3152,0.65271
m349_normalized.obj,HumanHead,0.48289,0.65354,1.25944
m350_normalized.obj,HumanHead,0.75025,0.34416,0.86856
m351_normalized.obj,HumanHead,0.84513,0.37627,0.87709
m352_normalized.obj,HumanHead,0.78694,0.47078,1.00095
m353_normalized.obj,HumanHead,0.84178,0.41741,0.91708
m354_normalized.obj,HumanHead,0.64505,0.38397,0.78573
m355_normalized.obj,HumanHead,0.74232,0.42237,0.83915
m356_normalized.obj,HumanHead,0.86301,0.39104,0.93914
m357_normalized.obj,HumanHead,0.81109,0.45314,0.9135
m358_normalized.obj,HumanHead,0.62775,0.35408,0.87715
m359_normalized.obj,HumanHead,1.06826,0.38963,0.9586
m360_normalized.obj,HumanHead,0.82945,0.3587,0.9176
m361_normalized.obj,HumanHead,0.45168,0.19386,0.42711
m362_normalized.obj,HumanHead,0.48157,0.52799,1.04565
m363_normalized.obj,HumanHead,0.79121,0.42017,0.96146
m364_normalized.obj,HumanHead,0.75879,0.35863,0.99265
m365_normalized.obj,HumanHead,0.87287,0.45153,0.92504
m366_normalized.obj,HumanHead,0.66519,0.34605,0.73343
m367_normalized.obj,HumanHead,0.00438,0.00171,0.00377
m368_normalized.obj,HumanHead,0.92523,0.49613,0.94923
m369_normalized.obj,HumanHead,0.84479,0.35997,0.87851
m370_normalized.obj,HumanHead,0.6131,0.33013,0.72597
m118_normalized.obj,Humanoid,0.17201,0.12989,0.25406
m119_normalized.obj,Humanoid,0.17398,0.12298,0.27313
m120_normalized.obj,Humanoid,0.07703,0.04993,0.10694
m121_normalized.obj,Humanoid,0.172,0.12718,0.27017
m122_normalized.obj,Humanoid,0.17428,0.08786,0.21735
m123_normalized.obj,Humanoid,0.17716,0.09299,0.22446
m124_normalized.obj,Humanoid,0.17383,0.12964,0.28291
m125_normalized.obj,Humanoid,0.29952,0.13485,0.29638
m126_normalized.obj,Humanoid,0.07385,0.06431,0.1391
m128_normalized.obj,Humanoid,0.14486,0.10763,0.2096
m129_normalized.obj,Humanoid,0.01613,0.01595,0.03133
m130_normalized.obj,Humanoid,0.07634,0.08724,0.1503
m131_normalized.obj,Humanoid,0.21486,0.17653,0.37647
m132_normalized.obj,Humanoid,0.21237,0.19576,0.36495
m133_normalized.obj,Humanoid,0.12074,0.33452,0.6613
m134_normalized.obj,Humanoid,0.14763,0.18836,0.42821
m135_normalized.obj,Humanoid,0.02482,0.01358,0.02868
m136_normalized.obj,Humanoid,0.02753,0.02397,0.04224
m137_normalized.obj,Humanoid,0.23693,0.12022,0.26775
m138_normalized.obj,Humanoid,0.25077,0.1277,0.25291
m139_normalized.obj,Humanoid,0.15453,0.30611,0.67755
m140_normalized.obj,Humanoid,0.27676,0.1851,0.3585
m141_normalized.obj,Humanoid,0.21086,0.10878,0.28418
m143_normalized.obj,Humanoid,0.22069,0.17887,0.35813
m144_normalized.obj,Humanoid,0.21407,0.25417,0.38786
m145_normalized.obj,Humanoid,0.29931,0.10646,0.22717
m146_normalized.obj,Humanoid,0.21812,0.11406,0.31393
m147_normalized.obj,Humanoid,0.21768,0.19221,0.37718
m148_normalized.obj,Humanoid,0.00865,0.00283,0.00706
m149_normalized.obj,Humanoid,0.30559,0.25292,0.44364
m150_normalized.obj,Humanoid,0.26252,0.19293,0.40664
m151_normalized.obj,Humanoid,0.25221,0.25407,0.49114
m152_normalized.obj,Humanoid,0.14992,0.26412,0.54035
m153_normalized.obj,Humanoid,0.22342,0.38146,0.69968
m154_normalized.obj,Humanoid,0.15236,0.24678,0.4964
m155_normalized.obj,Humanoid,0.33248,0.20965,0.45717
m156_normalized.obj,Humanoid,0.27731,0.16219,0.33826
m157_normalized.obj,Humanoid,0.21942,0.21253,0.47047
m158_normalized.obj,Humanoid,0.21578,0.46595,0.76983
m159_normalized.obj,Humanoid,0.26802,0.21952,0.453
m160_normalized.obj,Humanoid,0.27516,0.12551,0.36075
m161_normalized.obj,Humanoid,0.19646,0.30469,0.53542
m162_normalized.obj,Humanoid,0.0877,0.09451,0.18111
m163_normalized.obj,Humanoid,0.08548,0.06381,0.11371
m164_normalized.obj,Humanoid,0.22917,0.31779,0.53271
m165_normalized.obj,Humanoid,0.05624,0.00338,0.00671
m166_normalized.obj,Humanoid,0.05379,0.00214,0.00479
m167_normalized.obj,Humanoid,0.3966,0.2406,0.47368
m168_normalized.obj,Humanoid,0.28754,0.20958,0.48559
m169_normalized.obj,Humanoid,0.20867,0.20441,0.42752
m170_normalized.obj,Humanoid,0.21391,0.1934,0.32548
m171_normalized.obj,Humanoid,0.01443,0.00699,0.01718
m172_normalized.obj,Humanoid,0.18935,0.18645,0.34753
m173_normalized.obj,Humanoid,0.16681,0.1898,0.34572
m174_normalized.obj,Humanoid,0.20044,0.24124,0.46858
m175_normalized.obj,Humanoid,0.22618,0.1275,0.2652
m176_normalized.obj,Humanoid,0.07765,0.07898,0.13588
m177_normalized.obj,Humanoid,0.25155,0.34013,0.54823
m178_normalized.obj,Humanoid,0.2814,0.2071,0.38563
m179_normalized.obj,Humanoid,0.21678,0.23719,0.36867
m180_normalized.obj,Humanoid,0.09745,0.81112,1.38355
m181_normalized.obj,Humanoid,0.1859,0.21069,0.38852
m182_normalized.obj,Humanoid,0.19596,0.21019,0.40815
m183_normalized.obj,Humanoid,0.23058,0.21796,0.47388
m184_normalized.obj,Humanoid,0.17498,0.15486,0.28214
m185_normalized.obj,Humanoid,0.00995,0.00455,0.01123
m186_normalized.obj,Humanoid,0.06936,0.05221,0.09734
m187_normalized.obj,Humanoid,0.15329,0.1146,0.27649
m188_normalized.obj,Humanoid,0.10598,0.26339,0.55598
m189_normalized.obj,Humanoid,0.15014,0.19939,0.30528
m190_normalized.obj,Humanoid,0.16509,0.24085,0.41636
m191_normalized.obj,Humanoid,0.32407,0.48007,0.71375
m192_normalized.obj,Humanoid,0.16866,0.10814,0.23699
m193_normalized.obj,Humanoid,0.02881,0.01477,0.034
m194_normalized.obj,Humanoid,0.2125,0.17719,0.36925
m195_normalized.obj,Humanoid,0.28061,0.10507,0.29069
m196_normalized.obj,Humanoid,0.18549,0.27518,0.58905
m197_normalized.obj,Humanoid,0.21845,0.16206,0.35515
m198_normalized.obj,Humanoid,0.13832,0.01102,0.02646
m199_normalized.obj,Humanoid,0.08294,0.10494,0.1915
m202_normalized.obj,Humanoid,0.15915,0.21062,0.38822
m203_normalized.obj,Humanoid,0.13813,0.08564,0.19688
m204_normalized.obj,Humanoid,0.16085,0.14735,0.34492
m205_normalized.obj,Humanoid,0.19496,0.28403,0.48485
m206_normalized.obj,Humanoid,0.17455,0.13959,0.36439
m207_normalized.obj,Humanoid,0.16746,0.13721,0.35366
m208_normalized.obj,Humanoid,0.27418,0.16806,0.37146
m210_normalized.obj,Humanoid,0.23803,0.10293,0.2168
m211_normalized.obj,Humanoid,0.29931,0.24983,0.55305
m212_normalized.obj,Humanoid,0.31459,0.17174,0.38959
m213_normalized.obj,Humanoid,0.17207,0.1664,0.33846
m214_normalized.obj,Humanoid,0.19481,0.10796,0.24669
m215_normalized.obj,Humanoid,0.15227,0.17961,0.34219
m216_normalized.obj,Humanoid,0.08462,0.11097,0.27294
m217_normalized.obj,Humanoid,0.03619,0.02004,0.04521
m218_normalized.obj,Humanoid,0.2269,0.02772,0.08168
m219_normalized.obj,Humanoid,0.03744,0.00589,0.01442
m220_normalized.obj,Humanoid,0.29177,0.11238,0.29703
m221_normalized.obj,Humanoid,0.30558,0.08921,0.22424
m222_normalized.obj,Humanoid,0.27052,0.08339,0.16978
m223_normalized.obj,Humanoid,0.28787,0.08139,0.19248
m224_normalized.obj,Humanoid,0.27137,0.06166,0.16977
m226_normalized.obj,Humanoid,0.29211,0.10948,0.28034
m227_normalized.obj,Humanoid,0.19025,0.15263,0.44207
m228_normalized.obj,Humanoid,0.16589,0.04799,0.11254
m229_normalized.obj,Humanoid,0.16708,0.04925,0.13907
m230_normalized.obj,Humanoid,0.22382,0.06148,0.18781
m231_normalized.obj,Humanoid,0.03808,0.02656,0.06394
m232_normalized.obj,Humanoid,0.27789,0.08327,0.20417
m233_normalized.obj,Humanoid,0.21942,0.1106,0.20831
m234_normalized.obj,Humanoid,0.24325,0.0772,0.2166
m235_normalized.obj,Humanoid,0.29694,0.07655,0.15751
m236_normalized.obj,Humanoid,0.17276,0.07159,0.19303
m237_normalized.obj,Humanoid,0.25762,0.05747,0.14797
m238_normalized.obj,Humanoid,0.15161,0.05082,0.11459
m239_normalized.obj,Humanoid,0.24525,0.06298,0.15294
m240_normalized.obj,Humanoid,0.11393,0.06898,0.16791
m241_normalized.obj,Humanoid,0.25577,0.07071,0.18644
m242_normalized.obj,Humanoid,0.13435,0.03503,0.11371
m243_normalized.obj,Humanoid,0.24657,0.06956,0.1548
m244_normalized.obj,Humanoid,0.19834,0.07655,0.17153
m245_normalized.obj,Humanoid,0.19243,0.06198,0.12965
m246_normalized.obj,Humanoid,0.20456,0.05015,0.10983
m248_normalized.obj,Humanoid,0.22042,0.05135,0.10432
m249_normalized.obj,Humanoid,0.23176,0.10911,0.3092
m250_normalized.obj,Humanoid,0.20975,0.09466,0.24085
m251_normalized.obj,Humanoid,0.28858,0.06976,0.16829
m252_normalized.obj,Humanoid,0.35758,0.13407,0.32741
m253_normalized.obj,Humanoid,0.11819,0.06896,0.19587
m254_normalized.obj,Humanoid,0.19916,0.08464,0.20939
m255_normalized.obj,Humanoid,0.14215,0.08646,0.25148
m256_normalized.obj,Humanoid,0.26497,0.02635,0.12207
m257_normalized.obj,Humanoid,0.05215,0.01765,0.04768
m258_normalized.obj,Humanoid,0.25855,0.07441,0.17279
m259_normalized.obj,Humanoid,0.18661,0.06723,0.17565
m260_normalized.obj,Humanoid,0.16642,0.14181,0.36051
m261_normalized.obj,Humanoid,0.07716,0.03465,0.07909
m262_normalized.obj,Humanoid,0.17531,0.07641,0.20362
m263_normalized.obj,Humanoid,0.10628,0.02466,0.0797
m264_normalized.obj,Humanoid,0.33609,0.11542,0.30188
m265_normalized.obj,Humanoid,0.33744,0.07184,0.23042
m266_normalized.obj,Humanoid,0.14171,0.03981,0.11645
D00081_normalized.obj,Insect,0.07834,0.0142,0.04394
D00082_normalized.obj,Insect,0.31194,0.13626,0.33771
D00102_normalized.obj,Insect,0.08773,0.0056,0.01988
D00109_normalized.obj,Insect,0.0373,0.00528,0.01714
D00117_normalized.obj,Insect,0.16023,0.05266,0.12342
D00136_normalized.obj,Insect,0.0279,0.0139,0.02839
D00160_normalized.obj,Insect,0.41801,0.24569,0.51352
D00180_normalized.obj,Insect,0.08838,0.00572,0.01995
D00231_normalized.obj,Insect,0.01629,0.01073,0.02667
D00291_normalized.obj,Insect,0.26293,0.10579,0.27068
D00294_normalized.obj,Insect,0.03536,0.00891,0.02635
D00309_normalized.obj,Insect,0.10268,0.02162,0.04695
D00315_normalized.obj,Insect,0.3917,0.15396,0.38052
D00333_normalized.obj,Insect,0.32321,0.06099,0.16618
D00399_normalized.obj,Insect,0.12793,0.01167,0.03241
D00430_normalized.obj,Insect,0.16094,0.10602,0.22928
D00510_normalized.obj,Insect,0.16685,0.0085,0.02141
D00590_normalized.obj,Insect,0.19861,0.05547,0.12488
D00615_normalized.obj,Insect,0.0486,0.00344,0.01127
D00662_normalized.obj,Insect,0.12673,0.02116,0.06142
D00668_normalized.obj,Insect,0.21282,0.06261,0.19434
D00672_normalized.obj,Insect,0.20133,0.05278,0.11226
D00695_normalized.obj,Insect,0.22225,0.02705,0.06685
D00713_normalized.obj,Insect,0.61434,0.05587,0.12903
D00732_normalized.obj,Insect,0.09636,0.01132,0.04183
D00734_normalized.obj,Insect,0.18279,0.03276,0.07452
D00746_normalized.obj,Insect,0.31108,0.0292,0.05439
D00752_normalized.obj,Insect,0.14692,0.04015,0.11959
D00753_normalized.obj,Insect,0.10928,0.05302,0.11341
D00774_normalized.obj,Insect,0.14658,0.01495,0.03093
D00786_normalized.obj,Insect,0.19296,0.03661,0.07614
D00787_normalized.obj,Insect,0.02549,0.00199,0.00959
D00788_normalized.obj,Insect,0.10627,0.01202,0.02667
D00806_normalized.obj,Insect,0.14013,0.06069,0.10802
D00814_normalized.obj,Insect,0.03464,0.02021,0.0542
D00855_normalized.obj,Insect,0.35914,0.08264,0.21224
D00884_normalized.obj,Insect,0.11898,0.02193,0.06054
D00895_normalized.obj,Insect,0.05009,0.01335,0.03903
D00973_normalized.obj,Insect,0.33794,0.12022,0.25062
D00989_normalized.obj,Insect,0.33638,0.1145,0.25815
m0_normalized.obj,Insect,0.17018,0.03159,0.06727
m10_normalized.obj,Insect,0.0034,0.0019,0.00532
m11_normalized.obj,Insect,0.03306,0.04004,0.12809
m12_normalized.obj,Insect,0.16154,0.03115,0.08749
m13_normalized.obj,Insect,0.3767,0.0844,0.29986
m14_normalized.obj,Insect,0.03016,0.00563,0.01389
m15_normalized.obj,Insect,0.03306,0.03951,0.12799
m16_normalized.obj,Insect,0.30892,0.03956,0.07599
m17_normalized.obj,Insect,0.05494,0.0056,0.01159
m18_normalized.obj,Insect,0.00257,0.00024,0.00045
m19_normalized.obj,Insect,0.21247,0.05653,0.12209
m1_normalized.obj,Insect,0.38523,0.09985,0.19168
m20_normalized.obj,Insect,0.18219,0.03465,0.07428
m21_normalized.obj,Insect,0.18819,0.03665,0.06573
m22_normalized.obj,Insect,0.31795,0.10065,0.18684
m23_normalized.obj,Insect,0.34597,0.07936,0.13554
m24_normalized.obj,Insect,0.29715,0.09666,0.18413
m25_normalized.obj,Insect,0.34238,0.01845,0.031
m26_normalized.obj,Insect,0.21363,0.03657,0.0934
m2_normalized.obj,Insect,0.19255,0.03504,0.07621
m3_normalized.obj,Insect,0.18837,0.022,0.06521
m4_normalized.obj,Insect,0.12286,0.01901,0.04447
m6_normalized.obj,Insect,0.16995,0.08071,0.13926
m7_normalized.obj,Insect,0.36709,0.13984,0.34061
m8_normalized.obj,Insect,0.29279,0.10925,0.22546
m9_normalized.obj,Insect,0.08396,0.01111,0.03134
m1147_normalized.obj,Jet,0.17611,0.0369,0.13172
m1149_normalized.obj,Jet,0.1476,0.04036,0.136
m1150_normalized.obj,Jet,0.18166,0.04828,0.17094
m1151_normalized.obj,Jet,0.16738,0.04036,0.12841
m1152_normalized.obj,Jet,0.15565,0.03603,0.12879
m1153_normalized.obj,Jet,0.15787,0.04205,0.1508
m1154_normalized.obj,Jet,0.15354,0.03192,0.10107
m1155_normalized.obj,Jet,0.21506,0.03761,0.15725
m1156_normalized.obj,Jet,0.02408,0.00487,0.01763
m1157_normalized.obj,Jet,0.14302,0.03829,0.14098
m1158_normalized.obj,Jet,0.08986,0.02255,0.08297
m1159_normalized.obj,Jet,0.15565,0.03603,0.12879
m1161_normalized.obj,Jet,0.21943,0.03216,0.12507
m1162_normalized.obj,Jet,0.17585,0.04149,0.13085
m1163_normalized.obj,Jet,0.15704,0.02684,0.10433
m1165_normalized.obj,Jet,0.13589,0.03736,0.12856
m1166_normalized.obj,Jet,0.22566,0.03638,0.14309
m1167_normalized.obj,Jet,0.12665,0.03791,0.13605
m1168_normalized.obj,Jet,0.16068,0.04786,0.16975
m1169_normalized.obj,Jet,0.00675,0.00323,0.01212
m1171_normalized.obj,Jet,0.0033,0.00148,0.00542
m1172_normalized.obj,Jet,0.0513,0.03033,0.10055
m1173_normalized.obj,Jet,0.05308,0.02698,0.07683
m1174_normalized.obj,Jet,0.18799,0.05816,0.17303
m1175_normalized.obj,Jet,0.12817,0.03772,0.13662
m1176_normalized.obj,Jet,0.05824,0.00095,0.00419
m1177_normalized.obj,Jet,0.12573,0.02869,0.11124
m1178_normalized.obj,Jet,0.21223,0.0714,0.23484
m1179_normalized.obj,Jet,0.01165,0.00294,0.01254
m1180_normalized.obj,Jet,0.10069,0.03919,0.13292
m1181_normalized.obj,Jet,0.11455,0.03718,0.13389
m1182_normalized.obj,Jet,0.14595,0.05381,0.19021
m1183_normalized.obj,Jet,0.05933,0.05029,0.13528
m1184_normalized.obj,Jet,0.25166,0.06008,0.26565
m1185_normalized.obj,Jet,0.203,0.04089,0.16676
m1187_normalized.obj,Jet,0.15787,0.04611,0.18543
m1188_normalized.obj,Jet,0.15563,0.04293,0.16708
m1190_normalized.obj,Jet,0.16169,0.03105,0.13466
m1191_normalized.obj,Jet,0.12885,0.0609,0.15582
m1193_normalized.obj,Jet,0.1411,0.03782,0.16839
m1194_normalized.obj,Jet,0.06628,0.03054,0.11154
m1195_normalized.obj,Jet,0.04553,0.02831,0.10479
m1196_normalized.obj,Jet,0.05666,0.03115,0.10658
m1197_normalized.obj,Jet,0.14669,0.03136,0.1156
m1198_normalized.obj,Jet,0.13445,0.04269,0.14913
m1199_normalized.obj,Jet,0.15978,0.05315,0.22923
m1200_normalized.obj,Jet,0.31157,0.05413,0.24143
m1201_normalized.obj,Jet,0.00368,0.00198,0.00688
m1202_normalized.obj,Jet,0.12976,0.07922,0.26222
m1204_normalized.obj,Jet,0.21038,0.04054,0.15541
m1205_normalized.obj,Jet,0.04558,0.03757,0.11034
m1207_normalized.obj,Jet,0.07905,0.03945,0.15891
m1208_normalized.obj,Jet,0.12662,0.05522,0.15509
m1209_normalized.obj,Jet,0.19448,0.09439,0.30173
m1210_normalized.obj,Jet,0.09218,0.04448,0.16218
m1211_normalized.obj,Jet,0.094,0.02361,0.09221
m1212_normalized.obj,Jet,0.02694,0.00578,0.02414
m1213_normalized.obj,Jet,0.13536,0.03898,0.1644
m1214_normalized.obj,Jet,0.09791,0.04411,0.15921
m1215_normalized.obj,Jet,0.13752,0.05843,0.17673
m1216_normalized.obj,Jet,0.12846,0.04731,0.15339
m1217_normalized.obj,Jet,0.16634,0.04119,0.17688
m1218_normalized.obj,Jet,0.16993,0.05896,0.20385
m1219_normalized.obj,Jet,0.14803,0.06628,0.24756
m1220_normalized.obj,Jet,0.13931,0.04077,0.17552
m1221_normalized.obj,Jet,0.15356,0.07847,0.27064
m1222_normalized.obj,Jet,0.14461,0.05706,0.2149
m1223_normalized.obj,Jet,0.10659,0.04141,0.1389
m1224_normalized.obj,Jet,0.0658,0.02897,0.13584
m1225_normalized.obj,Jet,0.01673,0.02087,0.06551
m1226_normalized.obj,Jet,0.13522,0.03763,0.18749
m1227_normalized.obj,Jet,0.02051,0.01073,0.03075
m1228_normalized.obj,Jet,0.03094,0.01398,0.04811
m1229_normalized.obj,Jet,0.10701,0.06689,0.25576
m1230_normalized.obj,Jet,0.11272,0.02654,0.11254
m1231_normalized.obj,Jet,0.10195,0.05386,0.13833
m1232_normalized.obj,Jet,0.15541,0.03931,0.13441
m1233_normalized.obj,Jet,0.24221,0.05883,0.22326
m1234_normalized.obj,Jet,0.15736,0.03487,0.11419
m1235_normalized.obj,Jet,0.11863,0.03333,0.1242
m1236_normalized.obj,Jet,0.15599,0.04045,0.12893
m1237_normalized.obj,Jet,0.18954,0.03402,0.1224
m1238_normalized.obj,Jet,0.13539,0.03425,0.17797
m1239_normalized.obj,Jet,0.12289,0.08311,0.26579
m1240_normalized.obj,Jet,0.1834,0.0337,0.14983
m1241_normalized.obj,Jet,0.11721,0.08489,0.26605
m1242_normalized.obj,Jet,0.10645,0.05134,0.20623
m1243_normalized.obj,Jet,0.09422,0.02946,0.10514
m1245_normalized.obj,Jet,0.1505,0.03431,0.13719
